data,label
"El transportista, Logística Integral S.A., y el cliente, FabriTextiles Ltda., acuerdan el traslado de bienes entre Buenos Aires y Montevideo, en las condiciones aquí establecidas.",contrato
"El donante, Federico Martínez, acuerda donar al beneficiario, Fundación Esperanza, la suma de USD 50,000 para proyectos de educación.",contrato
"El fideicomitente, Laura Gutiérrez, acuerda transferir la propiedad de los bienes descritos en este documento al fiduciario, Banco de Córdoba S.A., en beneficio de sus hijos menores.",contrato
"El proveedor, ElectroMundo S.A., y el cliente, Distribuidora Nova, convienen en el suministro de 500 unidades de electrodomésticos al mes por un período de un año.",contrato
"El abogado, Estudio Jurídico Martínez y Asociados, y el cliente, Roberto Álvarez, convienen en la prestación de servicios legales especializados en derecho comercial.",contrato
"El contratista, Soluciones Técnicas S.A., y el cliente, Edificios Torre Central, acuerdan el mantenimiento integral de los sistemas eléctricosy mecánicos del edificio.",contrato
"Las empresas, Global Networks Inc. y Digital Solutions Ltd., acuerdan colaborar en proyectos tecnológicos durante un periodo inicial de 5 años.",contrato
"El representado, Industrias del Norte S.A., y el representante, Carlos Torres, convienen en la representación comercial de sus productos en el mercado chileno.",contrato
"El cedente, Juan López, cede al cesionario, Eduardo Pérez, los derechos sobre la obra literaria ""El Arte de Crear"", según las condiciones especificadas.",contrato
"La productora, CineArte S.A., y el cliente, Carlos Navarro, acuerdan la producción de un documental bajo las condiciones establecidas.",contrato
"El permutante 1, Ana Ruiz, y el permutante 2, Luis Fernández, acuerdan el intercambio de bienes inmuebles según los términos descritos.",contrato
"El contratista principal, Obras Viales S.A., y el subcontratista, Infraestructura Regional S.R.L., convienen en la subcontratación de la pavimentación de 10 km de carretera.",contrato
"Felipe Rodríguez y Constructora Delta S.A. firman un contrato para la construcción de una vivienda unifamiliar en la localidad de San Fernando. La empresa se compromete a realizar los trabajos en un plazo máximo de seis meses, con un valor total de USD 85,000, y el pago se realizará en tres etapas: al inicio, a mitad de obra y al final, una vez finalizada la construcción.",contrato
"Marta Ramírez, profesora de idiomas, y Academia Lenguas Vivas, institución educativa, acuerdan un contrato por el cual Marta impartirá clases de inglés y francés a un grupo de 20 estudiantes. El contrato tiene una duración de un año, y el salario mensual será de USD 1,000, con pago quincenal.",contrato
"Tecnologías Avanzadas S.A., empresa de software, y Redes y Conexiones Ltda., empresa proveedora de equipos de telecomunicaciones, acuerdan un contrato de suministro y soporte técnico. El acuerdo incluye la entrega de 100 routers de última generación y servicios de mantenimiento por un periodo de 24 meses. El pago se realiza en dos partes: al entregar el equipo y al finalizar la implementación.",contrato
"Alejandro López y Comercializadora Viva S.A. formalizan un contrato de distribución exclusiva para la venta de productos alimenticios en la región de Mendoza. El contrato es por un periodo inicial de tres años, con una cláusula de renovación si ambas partes están satisfechas con los resultados de ventas. El porcentaje de ganancia por unidad será del 15%.",contrato
"Sara Martín y Bienes Raíces del Sur S.A. firman un acuerdo de arrendamiento para un local comercial en el centro de la ciudad. El contrato tiene una duración de cinco años con una renta mensual de USD 1,500, con opción de renovación anual. Además, se incluye una cláusula de incremento del 5% anual en el alquiler.",contrato
Juan Pérez y Frutos de la Tierra S.R.L. acuerdan un contrato de compraventa de 100 toneladas de manzanas para su distribución en mercados internacionales. El pago será dividido en dos partes: un 40% al firmar el contrato y el 60% restante al momento de la entrega en el puerto de destino.,contrato
"Laura Gómez, diseñadora gráfica, y Editorial Prisma, editorial de libros, firman un contrato de colaboración para el diseño de la portada y materiales gráficos para una nueva colección de libros. El acuerdo establece un pago único de USD 2,000 y un porcentaje de las ganancias por la venta de cada ejemplar vendido.",contrato
"Carlos Sánchez y Agroindustrias del Norte S.A. suscriben un acuerdo para la prestación de servicios de consultoría en la mejora de procesos productivos en una planta de procesamiento de alimentos. El contrato es por un periodo de 12 meses, con una tarifa de USD 5,000 mensuales y la opción de extensión si los resultados son satisfactorios.",contrato
"María Pérez, autora, y Editorial Zeta, casa editorial, formalizan un contrato de publicación de su nueva novela. El acuerdo estipula un adelanto de USD 10,000 sobre regalías, y un porcentaje del 12% de las ganancias netas de cada copia vendida. El contrato tendrá una duración inicial de tres años.",contrato
"Daniela Herrera y Transportes Rápidos S.A. firman un contrato de servicio de transporte para la entrega de productos electrónicos entre Buenos Aires y Córdoba. El acuerdo especifica que el transportista será responsable de cualquier daño durante el trayecto, con un precio por viaje de USD 1,200, y pagos mensuales por las entregas realizadas.",contrato
"Eduardo Morales y Startup Innovatech S.A. acuerdan un contrato de inversión por USD 50,000 a cambio de un 10% de participación accionaria en la empresa de tecnología emergente. El contrato incluye un compromiso de exclusividad para futuras rondas de inversión durante los próximos 24 meses.",contrato
"Verónica Castro y Centro de Estética Belleza Suprema formalizan un contrato de prestación de servicios para la realización de tratamientos faciales y corporales en un periodo de 12 meses. El contrato establece un pago mensual de USD 700, con la opción de extender el acuerdo por un año más si se alcanzan las metas de clientes establecidos.",contrato
"Rafael Hernández, consultor de marketing digital, y AgroComercial S.A., empresa agrícola, firman un contrato de asesoría para mejorar la presencia en línea de la empresa. El contrato tiene una duración de seis meses y estipula un pago de USD 4,000 mensuales por los servicios prestados, con la posibilidad de extenderlo por otro semestre si los resultados son satisfactorios.",contrato
"Elena Rodríguez y Limpieza Total S.R.L. firman un acuerdo de prestación de servicios de limpieza para las oficinas de Corporación Global S.A. en un contrato que tiene una duración de un año. El costo mensual de los servicios será de USD 1,000, con la posibilidad de renovar el contrato al finalizar el periodo.",contrato
"Lucas Fernández y Tienda de Deportes ProFit suscriben un contrato de suministro para la entrega de 500 bicicletas deportivas a ser distribuidas en las tiendas de la cadena. El acuerdo estipula que el pago se realizará en tres partes: 30% al inicio, 40% a la mitad de la entrega y 30% al finalizar la entrega completa.",contrato
"Inmobiliaria Norte S.A. y Héctor Mendoza, arrendatario, firman un contrato de alquiler de una propiedad comercial para ser utilizada como tienda de ropa en la ciudad de Rosario. El arrendamiento tiene un valor de USD 1,800 mensuales, con un aumento del 10% anual, y la duración inicial será de tres años.",contrato
Fabrica del Sol S.A. y Distribuciones Áurea firman un acuerdo de distribución de productos solares en la región de Patagonia. El contrato establece un pedido inicial de 100 paneles solares con entrega en el mes siguiente. El pago será realizado en dos cuotas: la primera al firmar el contrato y la segunda al recibir la mercancía.,contrato
"Carlos Díaz, arquitecto, y Construcciones Sol S.A. firman un contrato de colaboración para el diseño y supervisión de la construcción de un edificio de oficinas en la ciudad de La Plata. El pago por los servicios de diseño será de USD 20,000, con la opción de extender el contrato para la supervisión de la obra a razón de USD 3,000 mensuales.",contrato
"Isabel Fernández y Librería Cultura suscriben un contrato de distribución de libros en formato digital. El acuerdo establece que Isabel recibirá un porcentaje del 15% de cada venta digital de sus libros. El contrato tiene una duración de tres años, con opción de renovación si las ventas alcanzan los objetivos establecidos.",contrato
"Salvador Pérez, dueño de un restaurante, y Servicios de Limpieza Rápida S.R.L. firman un acuerdo de prestación de servicios de limpieza post-operación. El contrato incluye la limpieza del restaurante tres veces a la semana por un valor mensual de USD 800, con la posibilidad de añadir más días en caso de necesidad.",contrato
"Juan Pérez firma un acuerdo con Servicios Globales S.A. para recibir consultoría técnica especializada durante los próximos 12 meses, con posibilidad de renovación bajo términos mutuos.",contrato
"Carlos Gómez se compromete con Empresa ABC Ltda. a la compra de una propiedad ubicada en Av. Libertador 1234, Ciudad de Buenos Aires, por un total de USD 150,000, pagaderos en tres plazos.",contrato
"Pedro Sánchez y María López formalizan el arrendamiento de un departamento en Calle Falsa 742, con un contrato de 24 meses y un alquiler mensual de USD 500.",contrato
"Sofía Martínez acuerda con Comercializadora XYZ S.R.L. los términos de su contrato laboral como empleada, con un salario mensual de USD 1,200 durante el periodo estipulado.",contrato
"TechSoft Corp. otorga a Data Solutions S.A. una licencia no exclusiva para el uso del software ""Gestión Pro"" por un periodo determinado, según las condiciones pactadas en este contrato.",contrato
Clínica Salud Integral S.A. y Lucía Fernández formalizan un contrato de prestación de servicios médicos durante un período de seis meses.,contrato
"Burger Planet Inc. y Restaurantes Urbanos S.A. firman un contrato de franquicia para que esta última opere bajo la marca en Córdoba, con los términos establecidos.",contrato
"Alejandro Ruiz y Marina Torres fundan AR Servicios Generales S.R.L., una sociedad limitada con base en Mendoza, bajo las condiciones acordadas.",contrato
"FabriTextiles Ltda. y Logística Integral S.A. acuerdan un contrato de transporte para la distribución de bienes entre Buenos Aires y Montevideo, con los detalles logísticos establecidos.",contrato
"Federico Martínez se compromete a donar USD 50,000 a Fundación Esperanza para la realización de proyectos educativos en comunidades vulnerables.",contrato
"Laura Gutiérrez otorga un fideicomiso en beneficio de sus hijos menores, designando a Banco de Córdoba S.A. como fiduciario para la administración de los bienes.",contrato
Distribuidora Nova y ElectroMundo S.A. firman un contrato de suministro para la entrega mensual de 500 unidades de electrodomésticos durante el próximo año.,contrato
"Estudio Jurídico Martínez & Asociados acuerda la prestación de servicios legales especializados en derecho comercial a Roberto Álvarez, según las condiciones acordadas.",contrato
Edificios Torre Central contrata a Soluciones Técnicas S.A. para el mantenimiento integral de los sistemas eléctricos y mecánicos del edificio durante un plazo determinado.,contrato
"Global Networks Inc. y Digital Solutions Ltd. firman un acuerdo de colaboración para el desarrollo conjunto de proyectos tecnológicos, con un compromiso inicial de 5 años.",contrato
"Carlos Torres es designado representante comercial de Industrias del Norte S.A. para sus productos en el mercado chileno, según las condiciones del contrato.",contrato
"Juan López cede a Eduardo Pérez los derechos exclusivos sobre su obra literaria ""El Arte de Crear"", según los términos establecidos en el acuerdo.",contrato
"CineArte S.A. y Carlos Navarro formalizan un contrato de producción de un documental, con los detalles técnicos y económicos descritos en el acuerdo.",contrato
"Ana Ruiz y Luis Fernández acuerdan un intercambio de bienes inmuebles, detallando las condiciones y valores en un contrato de permuta.",contrato
Obras Viales S.A. subcontrata a Infraestructura Regional S.R.L. para la pavimentación de 10 km de carretera en el marco de un proyecto de infraestructura vial.,contrato
"La innovación tecnológica está llevando a las empresas a reinventar sus modelos de negocio a un ritmo acelerado. La automatización de procesos mediante inteligencia artificial no solo mejora la eficiencia, sino que también abre nuevas oportunidades en áreas como la salud y la educación, transformando radicalmente sectores clave de la economía.",desconocido
"A medida que la temporada avanza, las tácticas de los equipos se vuelven más complejas. Las estrategias de juego se ajustan en tiempo real, dependiendo de la dinámica de cada partido, y la competencia entre jugadores alcanza nuevos niveles. El entrenamiento físico y mental es esencial para enfrentar los desafíos que surgen en cada encuentro.",desconocido
"Cuando el sol se pone, los museos se llenan de personas interesadas en explorar las exhibiciones de arte contemporáneo. La interacción con las obras de los artistas puede evocar pensamientos profundos, mientras que las pinturas y esculturas reflejan las inquietudes de la sociedad moderna y los cambios culturales que definen el presente.",desconocido
"En el ámbito científico, los experimentos y las teorías se suceden a una velocidad impresionante. Con cada nuevo hallazgo, los científicos se enfrentan a preguntas más complejas, pero también se acercan a respuestas que podrían cambiar nuestra comprensión del mundo. La física moderna, en particular, desafía todo lo que creíamos saber sobre la materia.",desconocido
"Cada vez más personas buscan formas innovadoras de aprender, y la educación se está adaptando para satisfacer esas necesidades. Las herramientas digitales están permitiendo a los estudiantes acceder a recursos de aprendizaje en cualquier momento y lugar, lo que está cambiando la forma en que se aborda la enseñanza en todo el mundo.",desconocido
"Durante la filmación de la película, el director se aseguraba de que cada escena fuera perfecta. Los actores y el equipo técnico trabajaban incansablemente, buscando capturar la esencia de cada guion. Al final, el resultado era una obra de arte que transmitía emociones profundas a los espectadores, haciéndoles reflexionar sobre la vida y las relaciones humanas.",desconocido
"El estrés y las preocupaciones diarias afectan nuestra salud de maneras sutiles pero significativas. La práctica de ejercicio regular y la meditación se han convertido en aliados esenciales para aquellos que buscan equilibrar su bienestar físico y emocional. Mantener un estilo de vida saludable requiere compromiso y disciplina, pero los beneficios a largo plazo son invaluables.",desconocido
"La última propuesta del gobierno ha generado opiniones divididas entre los ciudadanos. Mientras algunos la consideran una medida necesaria para el progreso del país, otros temen que los cambios puedan tener repercusiones negativas en los sectores más vulnerables. El debate público sobre las políticas debe ser transparente y considerar todas las perspectivas.",desconocido
"En los últimos meses, la economía global ha mostrado signos de inestabilidad, con fluctuaciones en los mercados y preocupaciones sobre el aumento de la inflación. Los analistas económicos están atentos a las decisiones de los bancos centrales, que juegan un papel crucial en el control de la situación y en la protección del poder adquisitivo de las personas.",desconocido
"Los desastres naturales han dejado huellas profundas en muchas regiones del planeta. La pérdida de biodiversidad debido a la deforestación y los efectos del cambio climático son problemas que requieren una acción urgente. Invertir en la protección del medio ambiente no solo es una responsabilidad moral, sino también una necesidad para garantizar el futuro de las próximas generaciones.",desconocido
"A lo largo de los años, la historia ha estado marcada por momentos decisivos que han dado forma a las naciones. Desde grandes revoluciones hasta pequeños movimientos de cambio social, cada evento ha dejado su huella en el tiempo. La historia nos ofrece lecciones valiosas que pueden ayudar a evitar los mismos errores del pasado.",desconocido
"Las recetas familiares han pasado de generación en generación, transmitiendo no solo conocimientos culinarios, sino también tradiciones y recuerdos. Preparar un plato tradicional no es solo una cuestión de ingredientes, sino de amor y dedicación. Cada bocado cuenta una historia que va más allá de los sabores.",desconocido
"Cuando viajas a un lugar nuevo, las primeras impresiones son cruciales. Cada rincón de la ciudad tiene algo único que ofrecer, desde sus monumentos históricos hasta los pequeños cafés escondidos en calles tranquilas. La experiencia de conocer un nuevo destino va más allá de los puntos turísticos, se trata de sumergirse en su cultura.",desconocido
"La mente humana tiene la capacidad de adaptarse a situaciones cambiantes. A veces, las emociones pueden ser tan intensas que nos resultan difíciles de controlar, pero el autoconocimiento y las técnicas de manejo emocional son herramientas poderosas para comprender mejor nuestras reacciones. Aprender a entendernos a nosotros mismos es un paso clave para el crecimiento personal.",desconocido
"La música tiene un poder único para conectar con las emociones humanas. Cada nota puede evocar un recuerdo, una sensación o una historia personal. Desde las melodías suaves que relajan hasta los ritmos intensos que energizan, la música tiene la capacidad de transformar nuestro estado de ánimo en segundos.",desconocido
"La moda es un reflejo de las tendencias y valores de una sociedad en constante cambio. Lo que antes era considerado extravagante, ahora puede ser un símbolo de estilo y expresión. Las pasarelas internacionales, con sus diseños innovadores, no solo dictan lo que se usará, sino que también marcan una postura ante el mundo.",desconocido
"El mundo filosófico ha tratado durante siglos de entender las preguntas más profundas sobre la existencia humana. ¿Cuál es el propósito de la vida? ¿Qué significa ser realmente libre? Estas son algunas de las interrogantes que los grandes pensadores han explorado, proponiendo teorías que aún hoy siguen influyendo en nuestra manera de pensar.",desconocido
"Cada obra literaria es una ventana a la mente de su autor. Los personajes, los conflictos y los escenarios se entrelazan para contar historias que, aunque ficticias, a menudo reflejan la complejidad de la vida real. Los escritores, a través de sus palabras, nos invitan a reflexionar sobre el mundo que nos rodea.",desconocido
"La exploración espacial ha abierto un abanico de posibilidades para el futuro de la humanidad. Las misiones a Marte y otros planetas podrían ser clave para entender el origen del universo y la posibilidad de vida fuera de la Tierra. Con cada nuevo descubrimiento, el deseo de explorar más allá de nuestro planeta se fortalece.",desconocido
"La sociedad está en constante evolución, y con ella, las normas y valores que nos guían. Lo que una vez fue considerado inaceptable, ahora puede ser parte del discurso público. Estos cambios, aunque a veces provocan resistencia, son parte de un proceso natural de adaptación que permite a la sociedad avanzar y mejorar.",desconocido
"El reciclaje es una práctica esencial para reducir el impacto ambiental de los residuos. A medida que la conciencia sobre el cambio climático crece, más personas adoptan hábitos responsables como separar sus desechos y utilizar materiales reciclables. Esta acción colectiva puede ser crucial para frenar la degradación del planeta.",desconocido
"Las redes sociales han transformado la manera en que nos relacionamos. Ya no es necesario estar cerca físicamente para compartir ideas, emociones o momentos especiales. Sin embargo, su uso excesivo también ha traído consigo preocupaciones sobre la privacidad y la salud mental de los usuarios, especialmente entre los más jóvenes.",desconocido
"En el campo de la tecnología, las computadoras cuánticas representan el futuro. A diferencia de las máquinas tradicionales, estas utilizan principios de la mecánica cuántica para resolver problemas complejos a velocidades impresionantes. Aunque aún se encuentra en fase de desarrollo, esta tecnología podría revolucionar industrias como la medicina y la inteligencia artificial.",desconocido
"La agricultura sostenible está ganando terreno frente a los métodos tradicionales. El uso de técnicas ecológicas y la reducción de productos químicos no solo favorecen el medio ambiente, sino que también promueven la salud de las comunidades. Adoptar estas prácticas podría ser la clave para lograr una producción de alimentos más eficiente y responsable.",desconocido
"El cine ha sido una forma popular de entretenimiento durante más de un siglo. A través de sus historias, los filmes nos permiten viajar a otros mundos y explorar emociones universales. Los avances en efectos especiales y la narrativa visual han transformado la industria, creando experiencias inmersivas que atraen a audiencias de todo el mundo.",desconocido
"La educación en línea ha ganado mucha popularidad en los últimos años, especialmente después de la pandemia. Plataformas como cursos virtuales y universidades a distancia ofrecen a los estudiantes flexibilidad para aprender a su propio ritmo. Sin embargo, también presenta retos como la falta de interacción directa y la desventaja para quienes no tienen acceso a tecnología adecuada.",desconocido
